reporting_period,maintenance_activity,maintenance_asset_subcategory,source_currency_unit,routine_maintenance_expenditure,non_routine_maintenance_expenditure,source_workbook,source_sheet,source_row,business,landing_page_url,source_page_url,metadata_match_status,maintenance_activity_resolved,activity_resolution_status,activity_anchor_source_row,row_classification,analytic_row_eligible,maintenance_activity_standard_id,maintenance_activity_standard,maintenance_asset_standard_id,maintenance_asset_standard,activity_mapping_status,asset_mapping_status,currency_standard,price_basis,currency_scale_factor,currency_unit_status,routine_maintenance_expenditure_standard,routine_maintenance_expenditure_status,non_routine_maintenance_expenditure_standard,non_routine_maintenance_expenditure_status,total_maintenance_expenditure_standard,total_maintenance_expenditure_status,relationship_status,descriptor_source_workbook,descriptor_source_sheet,descriptor_source_row,denominator_unit_standard,installed_quantity_standard,installed_quantity_status,serviced_quantity_standard,serviced_quantity_status,installed_ratio_unit,installed_ratio_status,serviced_ratio_unit,serviced_ratio_status,routine_expenditure_per_installed_unit,non_routine_expenditure_per_installed_unit,total_expenditure_per_installed_unit,routine_expenditure_per_serviced_unit,non_routine_expenditure_per_serviced_unit,total_expenditure_per_serviced_unit
2013-14,Protection systems maintenance,Protection systems maintenance,$000's,2382.12056033347,1045.8469953498789,Copy of D14-00150087(V02) - transgrid (t) 2013-14 - category analysis rin response - templates - consolidated - 31 october 2014 - public.xlsm,2.8 Maintenance,20,Transgrid,https://www.aer.gov.au/documents/transgrid-transmission-2013-14-category-analysis-rin-templates,https://www.aer.gov.au/authors/transgrid-t?page=3,validated_manifest_match,Protection systems maintenance,submitted,20,meaningful,True,protection_systems_maintenance,Protection systems maintenance,protection_systems,Protection systems maintenance,mapped,mapped,AUD,nominal,1000.0,standardized_source_unit,2382120.5603334703,numeric,1045846.9953498789,numeric,3427967.5556833493,numeric,matched_with_denominator,Copy of D14-00150087(V02) - transgrid (t) 2013-14 - category analysis rin response - templates - consolidated - 31 october 2014 - public.xlsm,2.8 Maintenance,20,count,5749.0,numeric,1538.0,numeric,nominal_AUD_per_count,calculated,nominal_AUD_per_count,calculated,414.35389812723434,181.91807189943972,596.2719700266741,1548.8430171218922,680.0045483419239,2228.847565463816
2013-14,Other maintenance activity ,TELECOMMUNICATIONS SYSTEMS,$000's,1326.164426237313,5405.9533252011815,Copy of D14-00150087(V02) - transgrid (t) 2013-14 - category analysis rin response - templates - consolidated - 31 october 2014 - public.xlsm,2.8 Maintenance,21,Transgrid,https://www.aer.gov.au/documents/transgrid-transmission-2013-14-category-analysis-rin-templates,https://www.aer.gov.au/authors/transgrid-t?page=3,validated_manifest_match,Other maintenance activity ,submitted,21,meaningful,True,other_maintenance_activity,Other maintenance activity,telecommunications_systems,Telecommunications Systems,mapped,mapped,AUD,nominal,1000.0,standardized_source_unit,1326164.4262373128,numeric,5405953.325201182,numeric,6732117.751438495,numeric,no_descriptor_match,,,,,,,,,,no_descriptor_match,,no_descriptor_match,,,,,,
2013-14,,METERING SYSTEMS,$000's,1036.0174247232812,445.3766195933654,Copy of D14-00150087(V02) - transgrid (t) 2013-14 - category analysis rin response - templates - consolidated - 31 october 2014 - public.xlsm,2.8 Maintenance,22,Transgrid,https://www.aer.gov.au/documents/transgrid-transmission-2013-14-category-analysis-rin-templates,https://www.aer.gov.au/authors/transgrid-t?page=3,validated_manifest_match,Other maintenance activity ,continued_group_label,21,meaningful,True,other_maintenance_activity,Other maintenance activity,metering_systems,Metering Systems,mapped,mapped,AUD,nominal,1000.0,standardized_source_unit,1036017.4247232813,numeric,445376.61959336535,numeric,1481394.0443166466,numeric,matched_with_denominator,Copy of D14-00150087(V02) - transgrid (t) 2013-14 - category analysis rin response - templates - consolidated - 31 october 2014 - public.xlsm,2.8 Maintenance,22,count,863.0,numeric,889.0,numeric,nominal_AUD_per_count,calculated,nominal_AUD_per_count,calculated,1200.4836902934894,516.0795128544211,1716.5632031479104,1165.3739310723074,500.9860737833131,1666.3600048556204
2013-14,,TRANSMISSION LINES MAINTENANCE ACCESS TRACKS,$000's,841.5559081810125,2382.2302083608038,Copy of D14-00150087(V02) - transgrid (t) 2013-14 - category analysis rin response - templates - consolidated - 31 october 2014 - public.xlsm,2.8 Maintenance,23,Transgrid,https://www.aer.gov.au/documents/transgrid-transmission-2013-14-category-analysis-rin-templates,https://www.aer.gov.au/authors/transgrid-t?page=3,validated_manifest_match,Other maintenance activity ,continued_group_label,21,meaningful,True,other_maintenance_activity,Other maintenance activity,transmission_lines_maintenance_access_tracks,Transmission lines maintenance access tracks,mapped,mapped,AUD,nominal,1000.0,standardized_source_unit,841555.9081810125,numeric,2382230.208360804,numeric,3223786.1165418164,numeric,no_descriptor_match,,,,,,,,,,no_descriptor_match,,no_descriptor_match,,,,,,
2015-16,Transmission lines maintenance,Transmission towers,$0's,2009278.6005934,7210284.13744427,Copy of D16 147530(V3)  ElectraNet 2015-16 - Category Analysis RIN Response - Public Version - 31 October 2016 - PUBLIC.xlsm,2.8 Maintenance,50,ElectraNet,https://www.aer.gov.au/documents/electranet-2015-16-category-analysis-rin-templates,https://www.aer.gov.au/authors/electranet?page=11,validated_manifest_match,Transmission lines maintenance,submitted,50,meaningful,True,transmission_lines_maintenance,Transmission lines maintenance,transmission_towers,Transmission towers,mapped,mapped,AUD,nominal,1.0,standardized_source_unit,2009278.6005934,numeric,7210284.13744427,numeric,9219562.73803767,numeric,matched_with_denominator,Copy of D16 147530(V3)  ElectraNet 2015-16 - Category Analysis RIN Response - Public Version - 31 October 2016 - PUBLIC.xlsm,2.8 Maintenance,12,count,13.253,numeric,13.253,numeric,nominal_AUD_per_count,calculated,nominal_AUD_per_count,calculated,151609.34132599412,544049.2067791647,695658.5481051588,151609.34132599412,544049.2067791647,695658.5481051588
2015-16,Transmission lines maintenance,Transmission tower support structures,$0's,1001427.27027129,3378776.73421985,Copy of D16 147530(V3)  ElectraNet 2015-16 - Category Analysis RIN Response - Public Version - 31 October 2016 - PUBLIC.xlsm,2.8 Maintenance,51,ElectraNet,https://www.aer.gov.au/documents/electranet-2015-16-category-analysis-rin-templates,https://www.aer.gov.au/authors/electranet?page=11,validated_manifest_match,Transmission lines maintenance,submitted,51,meaningful,True,transmission_lines_maintenance,Transmission lines maintenance,transmission_tower_support_structures,Transmission tower support structures,mapped,mapped,AUD,nominal,1.0,standardized_source_unit,1001427.27027129,numeric,3378776.73421985,numeric,4380204.00449114,numeric,matched_with_denominator,Copy of D16 147530(V3)  ElectraNet 2015-16 - Category Analysis RIN Response - Public Version - 31 October 2016 - PUBLIC.xlsm,2.8 Maintenance,13,count,58.668,numeric,58.668,numeric,nominal_AUD_per_count,calculated,nominal_AUD_per_count,calculated,17069.395075190732,57591.47634519415,74660.87142038488,17069.395075190732,57591.47634519415,74660.87142038488
2015-16,Transmission lines maintenance,Conductors,$0's,235864.239010056,1872118.88860968,Copy of D16 147530(V3)  ElectraNet 2015-16 - Category Analysis RIN Response - Public Version - 31 October 2016 - PUBLIC.xlsm,2.8 Maintenance,52,ElectraNet,https://www.aer.gov.au/documents/electranet-2015-16-category-analysis-rin-templates,https://www.aer.gov.au/authors/electranet?page=11,validated_manifest_match,Transmission lines maintenance,submitted,52,meaningful,True,transmission_lines_maintenance,Transmission lines maintenance,conductors,Conductors,mapped,mapped,AUD,nominal,1.0,standardized_source_unit,235864.239010056,numeric,1872118.88860968,numeric,2107983.127619736,numeric,matched_with_denominator,Copy of D16 147530(V3)  ElectraNet 2015-16 - Category Analysis RIN Response - Public Version - 31 October 2016 - PUBLIC.xlsm,2.8 Maintenance,14,km,5.497,numeric,5.497,numeric,nominal_AUD_per_km,calculated,nominal_AUD_per_km,calculated,42907.811353475714,340571.0184845698,383478.82983804547,42907.811353475714,340571.0184845698,383478.82983804547
2015-16,Transmission lines maintenance,Transmission cables,$0's,486821.910125254,122007.499726203,Copy of D16 147530(V3)  ElectraNet 2015-16 - Category Analysis RIN Response - Public Version - 31 October 2016 - PUBLIC.xlsm,2.8 Maintenance,53,ElectraNet,https://www.aer.gov.au/documents/electranet-2015-16-category-analysis-rin-templates,https://www.aer.gov.au/authors/electranet?page=11,validated_manifest_match,Transmission lines maintenance,submitted,53,meaningful,True,transmission_lines_maintenance,Transmission lines maintenance,transmission_cables,Transmission cables,mapped,mapped,AUD,nominal,1.0,standardized_source_unit,486821.910125254,numeric,122007.499726203,numeric,608829.409851457,numeric,matched_with_denominator,Copy of D16 147530(V3)  ElectraNet 2015-16 - Category Analysis RIN Response - Public Version - 31 October 2016 - PUBLIC.xlsm,2.8 Maintenance,15,km,0.027,numeric,0.027,numeric,nominal_AUD_per_km,calculated,nominal_AUD_per_km,calculated,18030441.11575015,4518796.286155666,22549237.401905816,18030441.11575015,4518796.286155666,22549237.401905816
2015-16,Substations equipment & property maintenance,Substation switchbays (incl. Reactive plant),$0's,2166651.9647527896,4253544.14582415,Copy of D16 147530(V3)  ElectraNet 2015-16 - Category Analysis RIN Response - Public Version - 31 October 2016 - PUBLIC.xlsm,2.8 Maintenance,54,ElectraNet,https://www.aer.gov.au/documents/electranet-2015-16-category-analysis-rin-templates,https://www.aer.gov.au/authors/electranet?page=11,validated_manifest_match,Substations equipment & property maintenance,submitted,54,meaningful,True,substations_equipment_property_maintenance,Substations equipment & property maintenance,substation_switchbays,Substation switchbays (incl. Reactive plant),mapped,mapped,AUD,nominal,1.0,standardized_source_unit,2166651.9647527896,numeric,4253544.14582415,numeric,6420196.11057694,numeric,matched_with_denominator,Copy of D16 147530(V3)  ElectraNet 2015-16 - Category Analysis RIN Response - Public Version - 31 October 2016 - PUBLIC.xlsm,2.8 Maintenance,16,count,1.346,numeric,1.346,numeric,nominal_AUD_per_count,calculated,nominal_AUD_per_count,calculated,1609696.8534567528,3160136.8096761885,4769833.663132941,1609696.8534567528,3160136.8096761885,4769833.663132941
2015-16,Substations equipment & property maintenance,Substation power transformers,$0's,976159.5582476768,2288707.53153679,Copy of D16 147530(V3)  ElectraNet 2015-16 - Category Analysis RIN Response - Public Version - 31 October 2016 - PUBLIC.xlsm,2.8 Maintenance,55,ElectraNet,https://www.aer.gov.au/documents/electranet-2015-16-category-analysis-rin-templates,https://www.aer.gov.au/authors/electranet?page=11,validated_manifest_match,Substations equipment & property maintenance,submitted,55,meaningful,True,substations_equipment_property_maintenance,Substations equipment & property maintenance,substation_power_transformers,Substation power transformers,mapped,mapped,AUD,nominal,1.0,standardized_source_unit,976159.5582476768,numeric,2288707.53153679,numeric,3264867.0897844667,numeric,matched_with_denominator,Copy of D16 147530(V3)  ElectraNet 2015-16 - Category Analysis RIN Response - Public Version - 31 October 2016 - PUBLIC.xlsm,2.8 Maintenance,17,count,0.139,numeric,0.139,numeric,nominal_AUD_per_count,calculated,nominal_AUD_per_count,calculated,7022730.634875372,16465521.809617193,23488252.444492564,7022730.634875372,16465521.809617193,23488252.444492564
2015-16,Substations equipment & property maintenance,Substation property,$0's,3913646.76699953,4078865.88263906,Copy of D16 147530(V3)  ElectraNet 2015-16 - Category Analysis RIN Response - Public Version - 31 October 2016 - PUBLIC.xlsm,2.8 Maintenance,56,ElectraNet,https://www.aer.gov.au/documents/electranet-2015-16-category-analysis-rin-templates,https://www.aer.gov.au/authors/electranet?page=11,validated_manifest_match,Substations equipment & property maintenance,submitted,56,meaningful,True,substations_equipment_property_maintenance,Substations equipment & property maintenance,substation_property,Substation property,mapped,mapped,AUD,nominal,1.0,standardized_source_unit,3913646.76699953,numeric,4078865.88263906,numeric,7992512.6496385895,numeric,matched_with_denominator,Copy of D16 147530(V3)  ElectraNet 2015-16 - Category Analysis RIN Response - Public Version - 31 October 2016 - PUBLIC.xlsm,2.8 Maintenance,18,count,0.077,numeric,0.077,numeric,nominal_AUD_per_count,calculated,nominal_AUD_per_count,calculated,50826581.389604285,52972284.19011766,103798865.57972194,50826581.389604285,52972284.19011766,103798865.57972194
2015-16,SCADA & network control maintenance,SCADA & network control maintenance,$0's,1760423.29,270048.56,Copy of D16 147530(V3)  ElectraNet 2015-16 - Category Analysis RIN Response - Public Version - 31 October 2016 - PUBLIC.xlsm,2.8 Maintenance,57,ElectraNet,https://www.aer.gov.au/documents/electranet-2015-16-category-analysis-rin-templates,https://www.aer.gov.au/authors/electranet?page=11,validated_manifest_match,SCADA & network control maintenance,submitted,57,meaningful,True,scada_network_control_maintenance,SCADA & network control maintenance,scada_network_control,SCADA & network control maintenance,mapped,mapped,AUD,nominal,1.0,standardized_source_unit,1760423.29,numeric,270048.56,numeric,2030471.85,numeric,matched_with_denominator,Copy of D16 147530(V3)  ElectraNet 2015-16 - Category Analysis RIN Response - Public Version - 31 October 2016 - PUBLIC.xlsm,2.8 Maintenance,19,count,120.0,numeric,120.0,numeric,nominal_AUD_per_count,calculated,nominal_AUD_per_count,calculated,14670.194083333334,2250.404666666667,16920.59875,14670.194083333334,2250.404666666667,16920.59875
2015-16,Protection systems maintenance,Protection systems maintenance,$0's,2048701.83,974846.04,Copy of D16 147530(V3)  ElectraNet 2015-16 - Category Analysis RIN Response - Public Version - 31 October 2016 - PUBLIC.xlsm,2.8 Maintenance,58,ElectraNet,https://www.aer.gov.au/documents/electranet-2015-16-category-analysis-rin-templates,https://www.aer.gov.au/authors/electranet?page=11,validated_manifest_match,Protection systems maintenance,submitted,58,meaningful,True,protection_systems_maintenance,Protection systems maintenance,protection_systems,Protection systems maintenance,mapped,mapped,AUD,nominal,1.0,standardized_source_unit,2048701.83,numeric,974846.04,numeric,3023547.87,numeric,matched_with_denominator,Copy of D16 147530(V3)  ElectraNet 2015-16 - Category Analysis RIN Response - Public Version - 31 October 2016 - PUBLIC.xlsm,2.8 Maintenance,20,count,1362.0,numeric,1362.0,numeric,nominal_AUD_per_count,calculated,nominal_AUD_per_count,calculated,1504.1863656387666,715.7459911894273,2219.932356828194,1504.1863656387666,715.7459911894273,2219.932356828194
2015-16,Other maintenance activity ,Row Maintenance ,$0's,1872730.18,130082.8,Copy of D16 147530(V3)  ElectraNet 2015-16 - Category Analysis RIN Response - Public Version - 31 October 2016 - PUBLIC.xlsm,2.8 Maintenance,59,ElectraNet,https://www.aer.gov.au/documents/electranet-2015-16-category-analysis-rin-templates,https://www.aer.gov.au/authors/electranet?page=11,validated_manifest_match,Other maintenance activity ,submitted,59,meaningful,True,other_maintenance_activity,Other maintenance activity,right_of_way_maintenance,Right of way (ROW) maintenance,mapped,mapped,AUD,nominal,1.0,standardized_source_unit,1872730.18,numeric,130082.8,numeric,2002812.98,numeric,no_descriptor_match,,,,,,,,,,no_descriptor_match,,no_descriptor_match,,,,,,
2016-17,Transmission lines maintenance,Transmission towers,$0's,1562206.7935996205,9570469.938571462,Copy of D17 153782  ElectraNet 2016-17 - Category Analysis RIN - Template - 31 October 2017 - PUBLIC.xlsm,2.8 Maintenance,50,ElectraNet,https://www.aer.gov.au/documents/electranet-2016-17-category-analysis-rin-templates,https://www.aer.gov.au/authors/electranet?page=14,validated_manifest_match,Transmission lines maintenance,submitted,50,meaningful,True,transmission_lines_maintenance,Transmission lines maintenance,transmission_towers,Transmission towers,mapped,mapped,AUD,nominal,1.0,standardized_source_unit,1562206.7935996205,numeric,9570469.938571462,numeric,11132676.732171083,numeric,matched_with_denominator,Copy of D17 153782  ElectraNet 2016-17 - Category Analysis RIN - Template - 31 October 2017 - PUBLIC.xlsm,2.8 Maintenance,12,count,13.257,numeric,13.257,numeric,nominal_AUD_per_count,calculated,nominal_AUD_per_count,calculated,117840.14434635441,721918.2272438307,839758.3715901851,117840.14434635441,721918.2272438307,839758.3715901851
2016-17,Transmission lines maintenance,Transmission tower support structures,$0's,1454450.0905011678,3463140.6388111305,Copy of D17 153782  ElectraNet 2016-17 - Category Analysis RIN - Template - 31 October 2017 - PUBLIC.xlsm,2.8 Maintenance,51,ElectraNet,https://www.aer.gov.au/documents/electranet-2016-17-category-analysis-rin-templates,https://www.aer.gov.au/authors/electranet?page=14,validated_manifest_match,Transmission lines maintenance,submitted,51,meaningful,True,transmission_lines_maintenance,Transmission lines maintenance,transmission_tower_support_structures,Transmission tower support structures,mapped,mapped,AUD,nominal,1.0,standardized_source_unit,1454450.0905011678,numeric,3463140.6388111305,numeric,4917590.729312299,numeric,matched_with_denominator,Copy of D17 153782  ElectraNet 2016-17 - Category Analysis RIN - Template - 31 October 2017 - PUBLIC.xlsm,2.8 Maintenance,13,count,58.956,numeric,58.956,numeric,nominal_AUD_per_count,calculated,nominal_AUD_per_count,calculated,24670.09448573797,58741.105889326456,83411.20037506444,24670.09448573797,58741.105889326456,83411.20037506444
2016-17,Transmission lines maintenance,Conductors,$0's,453582.3827922948,1816430.6389303133,Copy of D17 153782  ElectraNet 2016-17 - Category Analysis RIN - Template - 31 October 2017 - PUBLIC.xlsm,2.8 Maintenance,52,ElectraNet,https://www.aer.gov.au/documents/electranet-2016-17-category-analysis-rin-templates,https://www.aer.gov.au/authors/electranet?page=14,validated_manifest_match,Transmission lines maintenance,submitted,52,meaningful,True,transmission_lines_maintenance,Transmission lines maintenance,conductors,Conductors,mapped,mapped,AUD,nominal,1.0,standardized_source_unit,453582.3827922948,numeric,1816430.6389303133,numeric,2270013.0217226082,numeric,matched_with_denominator,Copy of D17 153782  ElectraNet 2016-17 - Category Analysis RIN - Template - 31 October 2017 - PUBLIC.xlsm,2.8 Maintenance,14,km,5.49237,numeric,5.49237,numeric,nominal_AUD_per_km,calculated,nominal_AUD_per_km,calculated,82584.09080092833,330718.9134982372,413303.0042991656,82584.09080092833,330718.9134982372,413303.0042991656
2016-17,Transmission lines maintenance,Transmission cables,$0's,461082.6331069165,17138.983687092703,Copy of D17 153782  ElectraNet 2016-17 - Category Analysis RIN - Template - 31 October 2017 - PUBLIC.xlsm,2.8 Maintenance,53,ElectraNet,https://www.aer.gov.au/documents/electranet-2016-17-category-analysis-rin-templates,https://www.aer.gov.au/authors/electranet?page=14,validated_manifest_match,Transmission lines maintenance,submitted,53,meaningful,True,transmission_lines_maintenance,Transmission lines maintenance,transmission_cables,Transmission cables,mapped,mapped,AUD,nominal,1.0,standardized_source_unit,461082.6331069165,numeric,17138.983687092703,numeric,478221.6167940092,numeric,matched_with_denominator,Copy of D17 153782  ElectraNet 2016-17 - Category Analysis RIN - Template - 31 October 2017 - PUBLIC.xlsm,2.8 Maintenance,15,km,0.027,numeric,0.027,numeric,nominal_AUD_per_km,calculated,nominal_AUD_per_km,calculated,17077134.559515428,634777.173596026,17711911.733111452,17077134.559515428,634777.173596026,17711911.733111452
2016-17,Substations equipment & property maintenance,Substation switchbays (incl. Reactive plant),$0's,1695642.8516198865,3019848.5343423737,Copy of D17 153782  ElectraNet 2016-17 - Category Analysis RIN - Template - 31 October 2017 - PUBLIC.xlsm,2.8 Maintenance,54,ElectraNet,https://www.aer.gov.au/documents/electranet-2016-17-category-analysis-rin-templates,https://www.aer.gov.au/authors/electranet?page=14,validated_manifest_match,Substations equipment & property maintenance,submitted,54,meaningful,True,substations_equipment_property_maintenance,Substations equipment & property maintenance,substation_switchbays,Substation switchbays (incl. Reactive plant),mapped,mapped,AUD,nominal,1.0,standardized_source_unit,1695642.8516198865,numeric,3019848.5343423737,numeric,4715491.38596226,numeric,matched_with_denominator,Copy of D17 153782  ElectraNet 2016-17 - Category Analysis RIN - Template - 31 October 2017 - PUBLIC.xlsm,2.8 Maintenance,16,count,1.467,numeric,1.467,numeric,nominal_AUD_per_count,calculated,nominal_AUD_per_count,calculated,1155857.431233733,2058519.7916444265,3214377.2228781595,1155857.431233733,2058519.7916444265,3214377.2228781595
2016-17,Substations equipment & property maintenance,Substation power transformers,$0's,786941.5309154363,1660064.3025820693,Copy of D17 153782  ElectraNet 2016-17 - Category Analysis RIN - Template - 31 October 2017 - PUBLIC.xlsm,2.8 Maintenance,55,ElectraNet,https://www.aer.gov.au/documents/electranet-2016-17-category-analysis-rin-templates,https://www.aer.gov.au/authors/electranet?page=14,validated_manifest_match,Substations equipment & property maintenance,submitted,55,meaningful,True,substations_equipment_property_maintenance,Substations equipment & property maintenance,substation_power_transformers,Substation power transformers,mapped,mapped,AUD,nominal,1.0,standardized_source_unit,786941.5309154363,numeric,1660064.3025820693,numeric,2447005.8334975056,numeric,matched_with_denominator,Copy of D17 153782  ElectraNet 2016-17 - Category Analysis RIN - Template - 31 October 2017 - PUBLIC.xlsm,2.8 Maintenance,17,count,0.139,numeric,0.139,numeric,nominal_AUD_per_count,calculated,nominal_AUD_per_count,calculated,5661449.86270098,11942908.651669562,17604358.514370542,5661449.86270098,11942908.651669562,17604358.514370542
2016-17,Substations equipment & property maintenance,Substation property,$0's,3418355.207464677,3360762.4830755573,Copy of D17 153782  ElectraNet 2016-17 - Category Analysis RIN - Template - 31 October 2017 - PUBLIC.xlsm,2.8 Maintenance,56,ElectraNet,https://www.aer.gov.au/documents/electranet-2016-17-category-analysis-rin-templates,https://www.aer.gov.au/authors/electranet?page=14,validated_manifest_match,Substations equipment & property maintenance,submitted,56,meaningful,True,substations_equipment_property_maintenance,Substations equipment & property maintenance,substation_property,Substation property,mapped,mapped,AUD,nominal,1.0,standardized_source_unit,3418355.207464677,numeric,3360762.4830755573,numeric,6779117.690540234,numeric,matched_with_denominator,Copy of D17 153782  ElectraNet 2016-17 - Category Analysis RIN - Template - 31 October 2017 - PUBLIC.xlsm,2.8 Maintenance,18,count,0.078,numeric,0.078,numeric,nominal_AUD_per_count,calculated,nominal_AUD_per_count,calculated,43825066.76236765,43086698.50096868,86911765.26333633,43825066.76236765,43086698.50096868,86911765.26333633
2016-17,SCADA & network control maintenance,SCADA & network control maintenance,$0's,2099512.68,488261.72,Copy of D17 153782  ElectraNet 2016-17 - Category Analysis RIN - Template - 31 October 2017 - PUBLIC.xlsm,2.8 Maintenance,57,ElectraNet,https://www.aer.gov.au/documents/electranet-2016-17-category-analysis-rin-templates,https://www.aer.gov.au/authors/electranet?page=14,validated_manifest_match,SCADA & network control maintenance,submitted,57,meaningful,True,scada_network_control_maintenance,SCADA & network control maintenance,scada_network_control,SCADA & network control maintenance,mapped,mapped,AUD,nominal,1.0,standardized_source_unit,2099512.68,numeric,488261.72,numeric,2587774.4000000004,numeric,matched_with_denominator,Copy of D17 153782  ElectraNet 2016-17 - Category Analysis RIN - Template - 31 October 2017 - PUBLIC.xlsm,2.8 Maintenance,19,count,121.0,numeric,121.0,numeric,nominal_AUD_per_count,calculated,nominal_AUD_per_count,calculated,17351.34446280992,4035.2208264462806,21386.565289256203,17351.34446280992,4035.2208264462806,21386.565289256203
2016-17,Protection systems maintenance,Protection systems maintenance,$0's,2384134.49,1236963.26,Copy of D17 153782  ElectraNet 2016-17 - Category Analysis RIN - Template - 31 October 2017 - PUBLIC.xlsm,2.8 Maintenance,58,ElectraNet,https://www.aer.gov.au/documents/electranet-2016-17-category-analysis-rin-templates,https://www.aer.gov.au/authors/electranet?page=14,validated_manifest_match,Protection systems maintenance,submitted,58,meaningful,True,protection_systems_maintenance,Protection systems maintenance,protection_systems,Protection systems maintenance,mapped,mapped,AUD,nominal,1.0,standardized_source_unit,2384134.49,numeric,1236963.26,numeric,3621097.75,numeric,matched_with_denominator,Copy of D17 153782  ElectraNet 2016-17 - Category Analysis RIN - Template - 31 October 2017 - PUBLIC.xlsm,2.8 Maintenance,20,count,1391.0,numeric,1391.0,numeric,nominal_AUD_per_count,calculated,nominal_AUD_per_count,calculated,1713.9715959741195,889.2618691588785,2603.233465132998,1713.9715959741195,889.2618691588785,2603.233465132998
2016-17,Other maintenance activity ,Right of way (Row Maintenance),$0's,1945579.0,93318.94,Copy of D17 153782  ElectraNet 2016-17 - Category Analysis RIN - Template - 31 October 2017 - PUBLIC.xlsm,2.8 Maintenance,59,ElectraNet,https://www.aer.gov.au/documents/electranet-2016-17-category-analysis-rin-templates,https://www.aer.gov.au/authors/electranet?page=14,validated_manifest_match,Other maintenance activity ,submitted,59,meaningful,True,other_maintenance_activity,Other maintenance activity,right_of_way_maintenance,Right of way (ROW) maintenance,mapped,mapped,AUD,nominal,1.0,standardized_source_unit,1945579.0,numeric,93318.94,numeric,2038897.94,numeric,matched_with_denominator,Copy of D17 153782  ElectraNet 2016-17 - Category Analysis RIN - Template - 31 October 2017 - PUBLIC.xlsm,2.8 Maintenance,21,km,4536.0,numeric,4536.0,numeric,nominal_AUD_per_km,calculated,nominal_AUD_per_km,calculated,428.919532627866,20.57295855379189,449.49249118165784,428.919532627866,20.57295855379189,449.49249118165784
2017-18,Transmission lines maintenance,Transmission towers,$0's,4177862.10514913,5675314.13182753,DORIS - D18-158142 Transgrid 2017-18 - Category Analysis RIN - Templates - Public.XLSM,2.8 Maintenance,50,Transgrid,https://www.aer.gov.au/documents/transgrid-2017-18-category-analysis-rin-templates,https://www.aer.gov.au/authors/transgrid-t?page=2,validated_manifest_match,Transmission lines maintenance,submitted,50,meaningful,True,transmission_lines_maintenance,Transmission lines maintenance,transmission_towers,Transmission towers,mapped,mapped,AUD,nominal,1.0,standardized_source_unit,4177862.10514913,numeric,5675314.13182753,numeric,9853176.23697666,numeric,matched_with_denominator,DORIS - D18-158142 Transgrid 2017-18 - Category Analysis RIN - Templates - Public.XLSM,2.8 Maintenance,12,count,37419.0,numeric,7911.0,numeric,nominal_AUD_per_count,calculated,nominal_AUD_per_count,calculated,111.65082191264143,151.66931590442104,263.32013781706246,528.1079642458766,717.3952890693377,1245.5032533152144
2017-18,Transmission lines maintenance,Transmission tower support structures,$0's,,,DORIS - D18-158142 Transgrid 2017-18 - Category Analysis RIN - Templates - Public.XLSM,2.8 Maintenance,51,Transgrid,https://www.aer.gov.au/documents/transgrid-2017-18-category-analysis-rin-templates,https://www.aer.gov.au/authors/transgrid-t?page=2,validated_manifest_match,Transmission lines maintenance,submitted,51,meaningful,True,transmission_lines_maintenance,Transmission lines maintenance,transmission_tower_support_structures,Transmission tower support structures,mapped,mapped,AUD,nominal,1.0,standardized_source_unit,,blank,,blank,,blank,matched_with_denominator,DORIS - D18-158142 Transgrid 2017-18 - Category Analysis RIN - Templates - Public.XLSM,2.8 Maintenance,13,count,0.0,numeric,0.0,numeric,,nonpositive_denominator,,nonpositive_denominator,,,,,,
2017-18,Transmission lines maintenance,Conductors,$0's,28748.3889688488,343931.623777213,DORIS - D18-158142 Transgrid 2017-18 - Category Analysis RIN - Templates - Public.XLSM,2.8 Maintenance,52,Transgrid,https://www.aer.gov.au/documents/transgrid-2017-18-category-analysis-rin-templates,https://www.aer.gov.au/authors/transgrid-t?page=2,validated_manifest_match,Transmission lines maintenance,submitted,52,meaningful,True,transmission_lines_maintenance,Transmission lines maintenance,conductors,Conductors,mapped,mapped,AUD,nominal,1.0,standardized_source_unit,28748.3889688488,numeric,343931.623777213,numeric,372680.0127460618,numeric,matched_with_denominator,DORIS - D18-158142 Transgrid 2017-18 - Category Analysis RIN - Templates - Public.XLSM,2.8 Maintenance,14,km,11295.173239571512,numeric,7595.382300091351,numeric,nominal_AUD_per_km,calculated,nominal_AUD_per_km,calculated,2.545192389624596,30.44943326520065,32.99462565482525,3.784982484489693,45.281673810293455,49.06665629478315
